A,B,C,D,E,F,G,H
0.4926553888250789,2.003186429674027,-9.320645807439215,-7.243961394534658,3.7029003507230023,8.12333754533831,-3.73318466224739,7.647104277357244
5.156537173155333,-5.677891989181899,0.724166974124995,-3.16761716787037,-6.044333347241936,6.1167593262279185,10.890718828167408,-4.82911429819197
4.3044904726904285,-5.876563879680906,1.4045566310742605,-4.05684520383194,-4.64645289402764,5.00090255966211,8.813251010843212,-4.834789164437973
-7.31813917775359,2.7085273432382877,5.054467426999264,-5.410602345913607,3.981160238075496,-0.7508943318203212,-9.321366075991874,-7.867756120794284
-8.488916112369996,0.75384538426294,3.790617691461249,-4.981914059996077,2.9965964550643887,0.6922300462710569,-8.057649798681403,-6.825274952414925
-9.290492159250535,3.2319813640270363,4.426479899961752,-5.01496341825751,4.173167765860027,0.1365551176800649,-8.521643248982532,-7.273890296534391
4.039057273171011,-7.466351452449465,0.49805638659320084,-3.178575886072166,-6.005691885465628,5.6639055278368895,9.533518354897016,-5.4926946505898675
-8.617498235401984,1.9423913319810377,4.728975920843835,-4.3465748183422335,4.152359779995233,1.2973642350488848,-10.521891355743437,-7.106497521680603
5.2126973772509535,-5.877587358212143,1.805967732884822,-2.472369025022382,-6.993552746926872,5.362348440999878,8.210333367304115,-5.181173379057111
-0.35287928461232054,1.2431132966024194,-9.138624733232104,-6.815847317452162,4.60915296352864,5.664899729995335,-3.9532030647271594,8.161045741724358
-8.677132897780622,2.3951401007277155,4.725263894530281,-4.954942474641562,4.031364610787996,0.33527334739964676,-9.697356177922442,-8.00093182453679
1.8766052630010739,1.679416452579663,-8.75113633416187,-7.05048664416008,4.055534235010963,7.3882011285077045,-3.6461693634167007,8.676759127018956
-7.528483325006189,2.0534923423963067,4.671547936449456,-3.847997916967982,4.652643070048024,1.2716175748932894,-9.601243592535521,-7.000448368972354
4.488381576342507,-4.926405539129549,1.4687300874116396,-3.229107429886045,-7.4450222006580145,5.8139391432201375,10.161472160190252,-5.49897962465252
4.237699305237928,-5.827946221461584,1.4156202542924592,-2.6941190997025597,-6.787562645348916,4.752265546844306,9.71849247578597,-4.4043139110120215
0.2089374991873869,1.8554641017451812,-9.570971480804113,-6.730046643348934,3.452275602444677,6.174998865653188,-2.648302131690805,7.1280660320445595
4.294336017952507,-6.217998910741256,1.5581737125322754,-2.984727990182731,-6.887197843097634,6.369331954305176,8.712379423937666,-5.627989867752567
3.5672557808195604,-6.7380989390483865,1.358781183286297,-2.68726424503034,-6.523318882739547,5.952635033226881,10.198207843303152,-5.357614196421896
-9.124383839864405,1.980383838914707,5.743657153835786,-3.6601544259427263,2.7828391207622865,-0.7075517031896887,-9.419361558813891,-8.089548414996957
0.38553163720488887,1.0203529397135618,-9.050233611763593,-5.6019371113452205,2.9313374308322704,7.669763061353824,-3.8186331462251744,8.284003747802526
4.869898461480614,-5.906654226002465,1.7680092457138055,-1.2139182679032665,-6.386039146218085,4.8194485689688715,9.068405635956614,-4.903221470512778
0.222877365558315,1.3957470359212425,-10.125859168159746,-5.792506369267481,3.165038615206159,7.377996646242255,-3.7867794406163404,8.745737967178005
0.2263448903948453,1.260882912152077,-8.329881692061564,-5.810771784622324,3.8190000422548254,6.323586458134748,-3.207415896411753,8.127793531829578
-0.4113229622661869,1.5632089637970266,-10.477668329291735,-6.355216456889816,5.3127711217493045,6.266170507295163,-3.9541618102692,7.668127245563477
-0.10174016835819555,1.9242552517821176,-9.950655517940325,-5.244237186699236,3.9965820816454083,6.759756469640807,-2.3209755165583,6.338504025715174
1.1555892284693927,1.5516712993408996,-8.414975473741404,-7.949806269404462,4.06544855557595,7.111608628833065,-4.807860795860058,7.746970284336226
-7.837441748177448,2.1050198871735826,4.231581337916491,-4.520465431369609,3.301386644047411,0.028590490693420456,-10.099603124383838,-7.876522455279998
-8.691014108906515,2.1722583439275964,4.307952946188088,-3.8807597241458383,2.6521531555963422,0.6050732649243479,-8.667165352065958,-7.948084927195419
-8.344508012528474,2.4510660463680507,5.153228918169325,-5.9492569620459985,2.794170506854243,1.1233204311658405,-8.96585045537912,-6.954970058551584
-7.165616185658324,1.6745128119393764,3.69663893612415,-3.996546351800698,4.6441603674079275,1.2263409680859754,-9.681778129541845,-7.78542139575682
-7.250290329096992,2.6569076399070286,5.140981569143241,-4.73173628055774,1.9491669758203087,0.3862019637887303,-7.759778209873433,-8.303833064049543
0.5941085566137512,1.0109184552873072,-9.019818403002075,-6.774075973978024,3.883613383040669,6.970343083575513,-4.336965857372343,7.287313243786694
-9.317103163782681,2.6393218250794015,4.587738024907967,-5.7070192773224235,4.020567913358111,0.18853305734365625,-9.616598119414766,-6.895753725457904
0.8062886657722429,0.8482043121181041,-9.522766705158467,-6.570988216127097,3.3917412125725095,6.456872455830596,-4.005994404674985,7.383117061961209
-6.878228633186707,2.6622763019348463,4.4252137703897345,-3.140541694725445,3.5033909927568065,0.8195917528084589,-9.023624393944361,-7.240483228138146
-7.1813729508969395,2.634374407264018,4.493151250780969,-3.6820680039054126,2.018850919507442,-0.025373736786853562,-9.289811287338509,-7.124405000008122
-9.148583785540465,2.2017762207318077,5.153460004089416,-4.261225731477636,3.913149318114832,1.6901951878737553,-9.721150670815014,-7.6658022676085995
-1.06608957722608,1.8568406640012642,-8.95271047217871,-6.409046436787672,4.453530588466629,6.157098554347474,-3.8002111497088693,8.453573589430562
-7.313776939251683,2.7802894763649992,4.445833422193374,-4.837359414244429,3.6680363309276727,0.9956974340920555,-9.60028224253951,-7.255320611975957
-8.420364429111816,0.9716736834586439,4.992780564533608,-4.535945219805086,3.690485600859999,-0.8702683067544301,-8.009867678108431,-6.842230334461105
-9.029080545769453,0.5918494535832808,3.8126617313549307,-3.789400328094065,4.377303242847188,-0.08915281093530503,-8.665879730146887,-7.774265434863623
0.03261884210945665,3.0452842274086507,-11.103305592548374,-5.430599804946769,5.3741512463242636,6.158041604372106,-5.046564520200232,8.25495021478205
-7.9874564995138275,1.9151555816238854,4.478935941111432,-5.2526123404884775,2.607512299362524,-0.8504909193617989,-9.258226969008943,-7.425822786380041
0.1511283809299253,1.640682424556167,-10.403610933026568,-5.56748029408188,2.839487254623249,6.588866976563526,-4.767650502815858,7.902365266509962
-0.35838165117683096,1.8682027747090368,-10.271433113063416,-6.123759097903291,4.611548233880323,7.563964506930054,-4.79211640048771,7.84334497597328
1.2438656336563696,0.6038856538224584,-10.25814623323398,-6.085425834058871,3.454633675324491,6.734047980839585,-4.500303395028924,7.867497221755901
5.186647145903748,-5.138067202456396,0.6414226341365801,-3.1617428081618835,-7.626059209332862,6.16710006654192,8.010416615770826,-4.982570810904564
5.810624838872905,-6.7705530372820935,2.016824552927954,-2.751453178722824,-6.692643887375864,5.431307125453877,9.931888970454631,-4.952532307320095
3.4049358731871022,-5.801708570635496,0.4478455322868423,-1.7894898617334591,-6.291501264066781,4.4054201882289945,9.270711863831886,-4.611738864191473
0.41207022160021484,1.8391113759978366,-10.226421132940768,-6.394348662300754,2.688064481055772,6.506412497231047,-4.910558974846131,7.4579985282530785
4.465548879927261,-5.729508150405727,0.0003502602940927968,-4.315568269116063,-6.019878985379767,5.267809844551913,10.43067613204547,-5.427085779448301
3.877336681473034,-6.687101351432557,0.852594091919014,-2.4468166722837554,-7.695630960425477,5.787724560442406,10.418384817758797,-4.875550849755889
-7.844657651766357,2.476513874763381,4.3769642033734675,-3.505649861411339,4.398683173395107,0.23315311421099522,-8.232668468507214,-5.43855819453456
0.5189899478369233,1.6882848502258572,-9.118486851608774,-5.253517474240475,2.2951934099556714,7.244499335878183,-3.037947363161262,7.4457235078465205
-8.399150872638272,1.8271896834662575,5.067810720519101,-4.440061212907791,3.4730781935367685,0.9805822330611498,-9.639973884780776,-7.778813381638128
-7.8414260340492525,2.5571269624071857,4.467580716582609,-4.033268549663084,3.988963416736492,1.0765077160834808,-8.611819446199467,-7.600465478722305
0.3003903203982977,0.48012724640848603,-10.120013787197582,-7.440799760662853,3.5742372192223772,7.7350450108801105,-3.7521728471042417,8.313478209755715
-8.314611425261084,2.3071725578133684,4.378441658743477,-4.958883212102128,3.444416299008834,0.8106212628341763,-8.700641457908814,-8.454301393965821
-8.603905703588786,1.857423570690523,5.016231685377138,-5.17202573399964,3.773650255503569,1.071690930821037,-9.219446491742469,-7.197032919343133
-0.42387855769291105,1.2193549197005862,-9.338243579707264,-6.554045426165534,3.24226940737385,7.658928293338686,-3.9990822250733085,6.809726144955225
-8.762260843582549,1.3228016159955254,4.366740684026495,-3.2395784700848473,2.6950503160996764,0.17933678420944546,-8.411197386457445,-8.088104021631272
3.8292369989513615,-5.70394544452366,0.24429514151299514,-2.215860131010099,-5.394029906724999,4.989316469294939,8.288809758911944,-6.0536972851219115
-7.664255647916623,2.231231514656241,4.466419646077736,-4.802664690975014,4.2686612059162,-0.1062772161453201,-8.571248017042977,-6.9606715892537
-1.2763817270904956,1.079318657314189,-9.3605555949064,-6.14358337244666,3.0125960505953193,6.86293608282221,-3.687638252606875,7.670355169342278
4.298960833468352,-6.710032546997904,1.2124024377560951,-4.096414056966571,-6.097378252077137,5.620798181563133,10.123986795262246,-4.424564277041059
-0.23633184270432095,1.6070238324934152,-9.252421182740404,-7.405936470867351,3.3813536917572584,7.108868476129014,-4.28037655139674,6.833327237587586
4.046830717056022,-6.019619297957953,1.9884883956488255,-3.24833311924308,-5.902182578278223,5.8438025107520595,8.794203641238411,-5.9495117430716675
-0.5390583342551815,-0.33916373297021685,-10.362612317021402,-7.38069300886303,2.8936080845539296,6.742105277659096,-4.057035645045081,8.943368474249528
4.3170437233433425,-5.767420988004866,0.9127118270789392,-2.413164944470385,-7.046258416886855,6.2947070811486885,8.066720545761015,-6.008453410820211
4.483286781694232,-5.6020177782733125,1.7504727526285566,-3.770492197737912,-5.819900623987931,6.9358224798454335,8.202680460782268,-5.461869092375792
0.32568827376475407,1.8857928208902712,-7.631366025859351,-6.800951519442819,3.9585892680430517,6.56046686294121,-3.536853808215839,8.12247801209591
-8.531353492028497,0.31794702079077664,5.25269338995315,-4.0898255966392805,3.5017151601409493,0.1664879964323663,-10.214584853647839,-8.10065810580825
4.443101044551219,-6.9554475275017715,0.6725560029417176,-3.300959229581586,-5.364278056328129,3.9442720369000916,8.37202917539903,-5.213931409772039
-8.165683622236546,2.4915970028370156,4.428008903812988,-4.785907857483646,4.514640035856038,0.21445685903954162,-8.928421477581542,-7.721079239205345
0.8453837744280596,1.3413143343917948,-8.305278971445016,-6.1956773612947185,3.545684343183873,6.2948728897028525,-4.242069465917269,7.400291932788744
4.852258991001448,-4.992250041415618,0.11798518753051734,-1.9302447793934874,-5.873936480749985,6.039341607594275,8.801518624612962,-5.718695786790574
0.7057376047794228,1.936012541614104,-10.998087757073677,-5.4654783665044855,2.605583380442374,5.826155048622706,-4.469548234060035,8.593103719362535
-8.931975585971834,3.257033736452798,5.671355233511723,-4.267212800643935,3.367351369522446,1.19315561419736,-9.224903727791169,-6.667876386921581
0.6205616702456336,0.7350514928188634,-8.655297549843587,-6.235880757825402,2.7397553162863693,7.660593371728529,-3.8808006025488733,7.595743091623461
4.7524290996773875,-6.921926844492599,0.9602740251767669,-2.777015780788196,-6.6540383349881385,5.712156690657447,8.116095198911232,-5.13882260075079
4.78135623095115,-7.030997864503238,0.28929040617507984,-3.9815638132091946,-7.294476685219856,7.04597701161863,9.626931302937585,-6.0207228863836715
3.91020915786602,-6.9777581871173044,0.13603509437806105,-3.4390192145363825,-6.453434740216182,5.979815267825739,9.902867051825872,-6.197980224521086
0.5327489343748733,-0.42003891967775964,-9.01630103073072,-7.397857817098459,4.665412465149171,7.657494109110983,-3.6463563104764405,7.216492718366913
-8.279716631243508,2.3419241689342316,4.616722261409213,-4.74489043248994,4.088471310946622,-0.9314053023579953,-8.733834888408667,-6.882864709548514
4.614996224437864,-5.252078733533018,1.6222578529541067,-2.3505091303887036,-5.662009585474611,6.107694509141944,10.313509411636932,-4.666903309429377
3.9005333330314507,-6.490351693914922,1.9368329423450168,-1.6452546808972437,-6.559457979040325,6.3105643679181425,9.882478392967153,-6.133935240696886
0.3903793666152361,0.5285700221892692,-7.639651450239966,-6.469618606081909,3.2141067175180367,5.446220015421292,-2.397677717204083,8.746558121908006
4.196055837222631,-5.652411282669318,2.5683086391594188,-2.921439712498906,-5.730744009005402,6.645857643654189,8.373479061633313,-5.204472984751379
-8.669614313412415,2.873877099318851,5.257068791912715,-3.793030897191598,4.480539439849317,0.9314581586627764,-8.998813237673593,-7.067904109293278
0.06466832492653535,1.7884068033845955,-9.662100209452678,-7.316942942265789,2.600248125613015,6.5874828798737735,-2.53927557099903,6.65477062585644
-8.45896567373668,0.991885155386732,3.246721675666862,-4.375774825294212,2.0464791397231705,0.49239136417012125,-9.7386513716952,-5.967604817697383
5.018358379318581,-6.3366905692533955,1.8234287437700063,-2.4105833483580663,-7.460098879459435,6.4490284662286514,8.576342513320531,-4.74124780383425
-7.953197846916252,1.8815272245523966,2.3586819949763513,-4.906794147664423,3.218310706740109,-0.2756441013042489,-10.466819395843945,-7.151634266494778
4.3648982829536545,-6.129598985046179,2.00499454311999,-2.173261690891258,-6.016090789175425,5.419996096408034,9.792957798261353,-5.959085611588561
4.465543526158577,-7.015487529362529,1.3223352914385955,-2.7546373344063686,-6.005164506574798,6.261853586914855,9.575926313483368,-5.3207557322000305
0.7986284642177699,1.5715380921760254,-10.171434921415475,-6.5856710515114,3.859982539595813,5.739339824919864,-3.9633018602582473,8.276527663166021
4.167143803656142,-6.729075610084336,0.7282499278268728,-2.5915622148955357,-7.088850172768361,6.565864755866539,8.800619541341943,-6.097641983737831
-7.854476598278006,1.5939296226572732,4.606312661955082,-4.553238392740059,2.4126439506892794,0.8419217759954525,-9.002647752902874,-6.7104305586828055
3.5946773189858567,-7.1762519173110855,1.4844937593503844,-3.138025514175429,-6.29724004109091,5.819095215651039,9.232340822698351,-3.9082968938608733
-9.160633640845276,1.3704373189720558,4.924436735191876,-5.651657576965087,3.820897435015968,1.0305941710023125,-7.79042281860549,-7.327607301751388
4.649503123997879,-6.587843553984238,1.4009585226616825,-2.6890179100674976,-6.77895201447472,5.119355103192818,8.236944006106329,-5.854990064463058
-7.284713623911519,2.16644416300645,4.823112330160484,-4.863171016184548,3.9791161089506364,0.1135307932212018,-8.477077194131157,-6.227980427375774
-8.464621930590917,0.4293843128293242,3.9233826143783412,-5.99429289923016,6.011419968378901,0.0643385636018814,-8.905183770007921,-7.119086092730177
-8.35898411354733,2.469289129024746,4.838998507723637,-4.8919377726071875,4.9017894512567235,0.7944221433393559,-8.825723786814525,-7.847248444577536
-0.0870188728186927,0.9622779795843736,-9.347729471484692,-5.049893265944596,4.417800463760516,6.383444738402857,-3.4568962282268902,9.142517417258604
4.630336863777918,-6.730553772226535,0.03654294673982106,-2.949390384909941,-6.357783156477411,6.121646925004348,8.935939506837359,-4.6089509942390094
1.20664801253713,0.13986491162171388,-10.201220308993335,-6.520449222456086,3.7220892784988875,5.814716184249367,-3.218966174484187,8.07076314201349
4.401510900690771,-6.1757320707071885,0.14867904077015104,-2.7261053875125283,-5.770602055021841,5.952956722670986,9.490308751537553,-4.474728663427468
3.5909885202913876,-5.642887997358142,1.10872284690223,-3.016245636920581,-7.092446158494141,5.524905549309452,8.768693519456054,-5.93338074996522
0.6573480219254123,1.627330580835218,-10.045694126377516,-6.972292705783975,3.556112236628435,6.84520291612058,-3.799732628798856,8.75534927711737
1.3984629299386835,0.9070161639404506,-10.638891468163342,-7.047606155572239,3.185607961558545,6.815521750005857,-2.6992110838274637,6.769039613361667
1.2279206989899811,1.303043367616557,-8.8077161875883,-7.165148527337434,3.029491179921467,7.2008900868318495,-3.357525476332447,7.890054834138427
4.141928283224554,-5.827297298631011,0.7046221511453409,-3.3308331644920233,-6.742834218738337,5.613795597090862,9.794169431204296,-5.1718524484803545
5.82137992499954,-5.751298625624374,1.8898356814955242,-2.850127579043042,-5.455056455472688,5.313854382664763,10.018434818784925,-4.981000472464458
-7.924998885724921,1.0974844668493593,4.991914696120008,-4.714203925954524,3.2970727523708017,0.04962068294907107,-9.218274060013579,-6.732239295193538
0.4560889343044402,0.9151629729685333,-8.819274857561592,-6.411555117119099,3.291615306328522,6.0005571866427,-4.205240987287178,8.55836202459277
-9.458377401228594,3.292414606957942,3.1571013483644483,-3.621473599578199,3.658883170395935,-0.18526187200381816,-9.082664823893296,-7.165971477027205
4.694061985315729,-6.5505233257421365,0.1924475714333027,-3.2664524665088868,-5.789685320524263,5.033938657990054,9.782928027617347,-5.559682552724316
-8.44029306645671,2.3852232616002293,4.120136492949763,-5.4240933999359875,3.5959897323486096,0.1943454696010372,-9.506891474128293,-6.996179348381447
1.166343729648057,1.119919725449368,-10.87974351705415,-5.614117233020085,2.909225185505669,6.594947959503304,-3.684843635692989,8.9526571809506
-0.8366516279704665,0.16256242399063314,-9.719490620069774,-6.422116217869243,3.6902558313451195,7.286392081825297,-2.93818134754446,7.337742236125591
-8.61003645717777,0.7545564631957022,4.2716359571580504,-4.270575884528508,3.4721739572364205,2.0867657881967374,-9.184552783534036,-7.854886083472335
4.363059304031981,-5.495978460009419,2.242411195257641,-3.572306685681352,-6.209244872913484,3.9972913603533797,10.943410941034998,-4.718685514103429
1.9064927938042882,1.5299550298621687,-9.159575870771675,-5.863810819805375,3.2290396878201877,7.02651739365688,-2.9600664284979143,7.568346239366433
0.8465357513250136,1.2593885533275613,-9.207795221996356,-6.401520683606301,3.706760330494032,6.335873242798076,-3.741297495783188,6.627948371297456
1.2773765723071915,0.5197993718466889,-8.896082314369087,-7.217384564004269,3.951243067005815,6.4397546013260545,-4.078535958661813,6.906964819349737
0.11025603571815384,0.6198851245930521,-10.88546894421597,-6.830523165603812,4.508737088170335,6.557236107593662,-3.693006720958812,8.08449440856627
-8.176987280007236,0.9657496212322974,5.32949867729882,-4.470117858707261,2.8380177804942144,0.36245724536216056,-8.715531717779783,-8.701481701256885
5.1449356784443765,-6.280803257529686,1.8436609038364093,-2.092932475759029,-6.554956398896863,7.071034490154674,9.729437652485348,-5.238223831501736
-9.040099138317464,2.5888522288587876,4.7567813585862,-2.933361745708453,5.63624329882838,-1.466757027707959,-9.7670068176484,-7.2078670936664615
5.2349933189278985,-6.73739241197549,0.6606747463885454,-2.6579087427499672,-5.730593484579404,6.116467848726576,9.228449205173074,-5.509643961174105
3.629717703180607,-7.369281869655252,1.8777003871219704,-4.216399705534641,-6.106866012185244,5.551778991420103,8.130054828001644,-3.6866613577159866
4.7372441968999475,-6.842405248196527,0.857131112029398,-2.817406241177194,-6.076362532813128,5.271475433098449,9.852345688043567,-5.8558204878984075
3.8374124253368675,-8.580853730718804,1.4669598895739893,-3.8900722953157216,-7.668893954235164,4.643907233813045,9.9959685699912,-4.532399162211701
-8.508929798180803,1.6380940030264242,4.562047081855766,-5.574126825125838,3.1401419088402824,-0.3497746063238808,-8.600560342023806,-7.611584612892067
-0.12658790446007384,0.28396504270392997,-9.218230879233685,-6.6893662942145955,3.787864426209152,5.805062706474177,-3.9154048561135752,8.204923261699339
0.8945174481805607,1.4236312814192122,-9.577603855325892,-7.829817745470015,3.548979425305229,7.446358442540357,-4.8977238552607005,7.530919367727846
-7.984866075517889,2.628950222108763,4.98316541516366,-4.174115928770429,4.6648732787810765,0.3468461549124553,-9.667700041775689,-7.787767638353834
0.3025107821695832,0.42006901110750994,-9.991472800381198,-6.551768751839882,4.789221497925788,6.375448541218395,-4.890450068955947,7.6766254738148145
4.018090941897062,-7.185665740589666,0.21208505389808485,-3.4808041726987415,-4.449916359020851,5.889411798768021,8.571288281005533,-5.951043654780339
5.845130521091264,-6.22101846725674,1.8408519809311776,-1.9292861615609722,-6.544380868577971,5.933715108542981,9.46544245894391,-6.057666280972629
3.343201436635236,-6.609987730719343,2.052626584378373,-3.3289870671326867,-6.5015987679247536,6.731885982567611,9.23267715925296,-5.667587582365059
4.034080982026088,-6.732624263910707,1.6489844686333335,-3.4255825792137697,-7.24411564567829,4.815733552978101,10.278758910032474,-5.350073491689874
-8.07640417578263,0.8481505584911169,5.406171885262827,-4.042661853203461,3.3089679890353803,-0.23488049524450194,-10.278798610314793,-6.1801390101239715
-8.309866325695262,2.5292479722624255,3.7418946910106508,-4.246141383083411,2.9058977674909983,-0.6025052926524156,-9.55055759112487,-6.802098968999781
-8.910555794887797,1.9329215385443508,4.99784175064087,-4.990245116760861,2.7770754500136183,0.5970132127836083,-9.062671345057623,-8.223116012686981
-7.213292195393615,1.9306332222869262,2.1520195417380967,-5.363412602093947,4.029559915714899,0.5711646749436297,-8.453644443439053,-8.503175678333228
4.649105880618114,-6.163945092192054,1.396881113583173,-3.8415863099347924,-5.968856061685227,5.833349571943277,9.987977309029214,-4.817037646757407
5.202189156905707,-5.108200929118188,0.8418348311682397,-2.746487465332164,-5.861117003267124,5.7632707327021135,9.145387109615779,-5.228194122915099
4.1465273537744505,-6.9340074591512995,1.609099518396916,-1.8252255248611187,-6.51351200821447,4.4834380116270385,9.848605531255618,-4.88020747840236
-0.47955666233720895,2.5147491873715753,-9.140506728875273,-7.431455823800501,4.3703931059003205,7.369577359510603,-4.298299124230939,7.856485631207976
-0.0626158167989409,1.1527272091650973,-8.772986796949723,-7.495674349397755,3.2576777476504497,6.175341799742862,-4.2840507031710935,9.105807475052751
0.09180523291637649,0.5470901807688003,-10.133316950262,-6.993809734538977,2.8186023149250357,5.592426801402288,-4.934496724227634,7.98887849466308
5.085517106931195,-5.297216142741353,1.6837877848294118,-3.574203235351368,-6.224631674809652,5.263901475247279,9.388905476805636,-4.99184420073744
0.9591653434307572,2.184295930394704,-9.727209688804356,-7.344250763478472,3.6971158389605216,6.596806564616808,-3.552351678296718,7.593633483388658
-9.269334284048917,2.243182195488951,6.026470648781915,-3.365458210683034,3.78433279369441,0.3941380116981713,-8.432573067449118,-6.5225695946792355
3.0989309836495718,-6.519246866520331,0.6738395211921173,-2.4727920952084665,-6.8303717680353735,5.8709218769792,8.960084054135002,-4.513324651725044
4.673388641285455,-6.5033071465142,1.5214480175977185,-3.812627371861615,-6.186208078355136,6.413259336891619,10.574643799323672,-5.944235924206014
-8.203201215004169,2.3495332301608656,3.622565513145407,-5.201894879534932,3.749424858669591,0.7319428643373515,-8.112219706761993,-7.320081910675552
